,percentile,model,landOcean,tChange,meanChangeRg,meanChangeAll
75,85,BCC-CSM2-MR,0,1.619903564453125,1.6282959,1.8321838
76,90,BCC-CSM2-MR,0,1.614959716796875,1.6282959,1.8321838
77,95,BCC-CSM2-MR,0,1.60382080078125,1.6282959,1.8321838
78,98,BCC-CSM2-MR,0,1.593414306640625,1.6282959,1.8321838
79,99,BCC-CSM2-MR,0,1.59539794921875,1.6282959,1.8321838
80,1,BCC-CSM2-MR,1,2.493377685546875,2.4943542,1.8321838
81,2,BCC-CSM2-MR,1,2.4920654296875,2.4943542,1.8321838
82,5,BCC-CSM2-MR,1,2.493133544921875,2.4943542,1.8321838
83,10,BCC-CSM2-MR,1,2.498260498046875,2.4943542,1.8321838
84,15,BCC-CSM2-MR,1,2.506591796875,2.4943542,1.8321838
85,25,BCC-CSM2-MR,1,2.527435302734375,2.4943542,1.8321838
86,35,BCC-CSM2-MR,1,2.555419921875,2.4943542,1.8321838
87,45,BCC-CSM2-MR,1,2.590911865234375,2.4943542,1.8321838
88,55,BCC-CSM2-MR,1,2.63763427734375,2.4943542,1.8321838
89,65,BCC-CSM2-MR,1,2.696685791015625,2.4943542,1.8321838
90,75,BCC-CSM2-MR,1,2.770599365234375,2.4943542,1.8321838
91,85,BCC-CSM2-MR,1,2.83612060546875,2.4943542,1.8321838
92,90,BCC-CSM2-MR,1,2.848236083984375,2.4943542,1.8321838
93,95,BCC-CSM2-MR,1,2.857940673828125,2.4943542,1.8321838
94,98,BCC-CSM2-MR,1,2.93048095703125,2.4943542,1.8321838
95,99,BCC-CSM2-MR,1,2.9970703125,2.4943542,1.8321838
96,1,CanESM5,0,2.49591064453125,2.4907837,2.7763367
97,2,CanESM5,0,2.49993896484375,2.4907837,2.7763367
98,5,CanESM5,0,2.509033203125,2.4907837,2.7763367
99,10,CanESM5,0,2.520965576171875,2.4907837,2.7763367
100,15,CanESM5,0,2.5291748046875,2.4907837,2.7763367
101,25,CanESM5,0,2.5428466796875,2.4907837,2.7763367
102,35,CanESM5,0,2.549896240234375,2.4907837,2.7763367
103,45,CanESM5,0,2.551483154296875,2.4907837,2.7763367
104,55,CanESM5,0,2.54669189453125,2.4907837,2.7763367
105,65,CanESM5,0,2.5364990234375,2.4907837,2.7763367
106,75,CanESM5,0,2.52337646484375,2.4907837,2.7763367
107,85,CanESM5,0,2.510772705078125,2.4907837,2.7763367
108,90,CanESM5,0,2.508819580078125,2.4907837,2.7763367
109,95,CanESM5,0,2.52130126953125,2.4907837,2.7763367
110,98,CanESM5,0,2.564056396484375,2.4907837,2.7763367
111,99,CanESM5,0,2.61456298828125,2.4907837,2.7763367
112,1,CanESM5,1,3.73162841796875,3.7349854,2.7763367
113,2,CanESM5,1,3.728271484375,3.7349854,2.7763367
114,5,CanESM5,1,3.72503662109375,3.7349854,2.7763367
115,10,CanESM5,1,3.726837158203125,3.7349854,2.7763367
116,15,CanESM5,1,3.735595703125,3.7349854,2.7763367
117,25,CanESM5,1,3.771881103515625,3.7349854,2.7763367
118,35,CanESM5,1,3.836883544921875,3.7349854,2.7763367
119,45,CanESM5,1,3.93017578125,3.7349854,2.7763367
120,55,CanESM5,1,4.058074951171875,3.7349854,2.7763367
121,65,CanESM5,1,4.239776611328125,3.7349854,2.7763367
122,75,CanESM5,1,4.496368408203125,3.7349854,2.7763367
123,85,CanESM5,1,4.77960205078125,3.7349854,2.7763367
124,90,CanESM5,1,4.9136962890625,3.7349854,2.7763367
125,95,CanESM5,1,5.120208740234375,3.7349854,2.7763367
126,98,CanESM5,1,5.31097412109375,3.7349854,2.7763367
127,99,CanESM5,1,5.3958740234375,3.7349854,2.7763367
128,1,CESM2-WACCM,0,2.51385498046875,2.5204468,2.678772
129,2,CESM2-WACCM,0,2.509429931640625,2.5204468,2.678772
130,5,CESM2-WACCM,0,2.498931884765625,2.5204468,2.678772
131,10,CESM2-WACCM,0,2.488189697265625,2.5204468,2.678772
132,15,CESM2-WACCM,0,2.481292724609375,2.5204468,2.678772
133,25,CESM2-WACCM,0,2.469024658203125,2.5204468,2.678772
134,35,CESM2-WACCM,0,2.455963134765625,2.5204468,2.678772
135,45,CESM2-WACCM,0,2.441070556640625,2.5204468,2.678772
136,55,CESM2-WACCM,0,2.424835205078125,2.5204468,2.678772
137,65,CESM2-WACCM,0,2.40948486328125,2.5204468,2.678772
138,75,CESM2-WACCM,0,2.396087646484375,2.5204468,2.678772
139,85,CESM2-WACCM,0,2.39080810546875,2.5204468,2.678772
140,90,CESM2-WACCM,0,2.395416259765625,2.5204468,2.678772
141,95,CESM2-WACCM,0,2.417633056640625,2.5204468,2.678772
142,98,CESM2-WACCM,0,2.476898193359375,2.5204468,2.678772
143,99,CESM2-WACCM,0,2.54998779296875,2.5204468,2.678772
144,1,CESM2-WACCM,1,3.1988525390625,3.2015991,2.678772
145,2,CESM2-WACCM,1,3.197296142578125,3.2015991,2.678772
146,5,CESM2-WACCM,1,3.1942138671875,3.2015991,2.678772
147,10,CESM2-WACCM,1,3.1962890625,3.2015991,2.678772
148,15,CESM2-WACCM,1,3.202911376953125,3.2015991,2.678772
149,25,CESM2-WACCM,1,3.226806640625,3.2015991,2.678772
150,35,CESM2-WACCM,1,3.264251708984375,3.2015991,2.678772
151,45,CESM2-WACCM,1,3.318634033203125,3.2015991,2.678772
152,55,CESM2-WACCM,1,3.388519287109375,3.2015991,2.678772
153,65,CESM2-WACCM,1,3.475677490234375,3.2015991,2.678772
154,75,CESM2-WACCM,1,3.584442138671875,3.2015991,2.678772
155,85,CESM2-WACCM,1,3.73309326171875,3.2015991,2.678772
156,90,CESM2-WACCM,1,3.82843017578125,3.2015991,2.678772
157,95,CESM2-WACCM,1,3.91571044921875,3.2015991,2.678772
158,98,CESM2-WACCM,1,3.973602294921875,3.2015991,2.678772
159,99,CESM2-WACCM,1,3.993377685546875,3.2015991,2.678772
160,1,CNRM-CM6-1,0,2.083709716796875,2.0804138,2.32016
161,2,CNRM-CM6-1,0,2.085784912109375,2.0804138,2.32016
162,5,CNRM-CM6-1,0,2.09423828125,2.0804138,2.32016
163,10,CNRM-CM6-1,0,2.105499267578125,2.0804138,2.32016
164,15,CNRM-CM6-1,0,2.116180419921875,2.0804138,2.32016
165,25,CNRM-CM6-1,0,2.129547119140625,2.0804138,2.32016
166,35,CNRM-CM6-1,0,2.139007568359375,2.0804138,2.32016
167,45,CNRM-CM6-1,0,2.14703369140625,2.0804138,2.32016
168,55,CNRM-CM6-1,0,2.153350830078125,2.0804138,2.32016
169,65,CNRM-CM6-1,0,2.16253662109375,2.0804138,2.32016
170,75,CNRM-CM6-1,0,2.174774169921875,2.0804138,2.32016
171,85,CNRM-CM6-1,0,2.194427490234375,2.0804138,2.32016
172,90,CNRM-CM6-1,0,2.209808349609375,2.0804138,2.32016
173,95,CNRM-CM6-1,0,2.23681640625,2.0804138,2.32016
174,98,CNRM-CM6-1,0,2.269287109375,2.0804138,2.32016
175,99,CNRM-CM6-1,0,2.2857666015625,2.0804138,2.32016
176,1,CNRM-CM6-1,1,3.112152099609375,3.1136475,2.32016
177,2,CNRM-CM6-1,1,3.11407470703125,3.1136475,2.32016
178,5,CNRM-CM6-1,1,3.118316650390625,3.1136475,2.32016
179,10,CNRM-CM6-1,1,3.126129150390625,3.1136475,2.32016
180,15,CNRM-CM6-1,1,3.13336181640625,3.1136475,2.32016
181,25,CNRM-CM6-1,1,3.15936279296875,3.1136475,2.32016
182,35,CNRM-CM6-1,1,3.203887939453125,3.1136475,2.32016
183,45,CNRM-CM6-1,1,3.262603759765625,3.1136475,2.32016
184,55,CNRM-CM6-1,1,3.334075927734375,3.1136475,2.32016
185,65,CNRM-CM6-1,1,3.41290283203125,3.1136475,2.32016
186,75,CNRM-CM6-1,1,3.49652099609375,3.1136475,2.32016
187,85,CNRM-CM6-1,1,3.58416748046875,3.1136475,2.32016
188,90,CNRM-CM6-1,1,3.635345458984375,3.1136475,2.32016
189,95,CNRM-CM6-1,1,3.70843505859375,3.1136475,2.32016
190,98,CNRM-CM6-1,1,3.779205322265625,3.1136475,2.32016
191,99,CNRM-CM6-1,1,3.805633544921875,3.1136475,2.32016
192,1,CNRM-ESM2-1,0,2.11517333984375,2.1114502,2.3559875
193,2,CNRM-ESM2-1,0,2.11737060546875,2.1114502,2.3559875
194,5,CNRM-ESM2-1,0,2.124908447265625,2.1114502,2.3559875
195,10,CNRM-ESM2-1,0,2.134735107421875,2.1114502,2.3559875
196,15,CNRM-ESM2-1,0,2.144744873046875,2.1114502,2.3559875
197,25,CNRM-ESM2-1,0,2.159393310546875,2.1114502,2.3559875
198,35,CNRM-ESM2-1,0,2.1705322265625,2.1114502,2.3559875
199,45,CNRM-ESM2-1,0,2.180816650390625,2.1114502,2.3559875
200,55,CNRM-ESM2-1,0,2.190277099609375,2.1114502,2.3559875
201,65,CNRM-ESM2-1,0,2.20147705078125,2.1114502,2.3559875
202,75,CNRM-ESM2-1,0,2.215606689453125,2.1114502,2.3559875
203,85,CNRM-ESM2-1,0,2.23681640625,2.1114502,2.3559875
204,90,CNRM-ESM2-1,0,2.25286865234375,2.1114502,2.3559875
205,95,CNRM-ESM2-1,0,2.277740478515625,2.1114502,2.3559875
206,98,CNRM-ESM2-1,0,2.294708251953125,2.1114502,2.3559875
207,99,CNRM-ESM2-1,0,2.29425048828125,2.1114502,2.3559875
208,1,CNRM-ESM2-1,1,3.1640625,3.165039,2.3559875
209,2,CNRM-ESM2-1,1,3.16552734375,3.165039,2.3559875
210,5,CNRM-ESM2-1,1,3.174072265625,3.165039,2.3559875
211,10,CNRM-ESM2-1,1,3.188995361328125,3.165039,2.3559875
212,15,CNRM-ESM2-1,1,3.203338623046875,3.165039,2.3559875
213,25,CNRM-ESM2-1,1,3.239044189453125,3.165039,2.3559875
214,35,CNRM-ESM2-1,1,3.28936767578125,3.165039,2.3559875
215,45,CNRM-ESM2-1,1,3.349578857421875,3.165039,2.3559875
216,55,CNRM-ESM2-1,1,3.414398193359375,3.165039,2.3559875
217,65,CNRM-ESM2-1,1,3.47882080078125,3.165039,2.3559875
218,75,CNRM-ESM2-1,1,3.54388427734375,3.165039,2.3559875
219,85,CNRM-ESM2-1,1,3.6309814453125,3.165039,2.3559875
220,90,CNRM-ESM2-1,1,3.69879150390625,3.165039,2.3559875
221,95,CNRM-ESM2-1,1,3.818572998046875,3.165039,2.3559875
222,98,CNRM-ESM2-1,1,3.937652587890625,3.165039,2.3559875
223,99,CNRM-ESM2-1,1,4.006134033203125,3.165039,2.3559875
224,1,GFDL-CM4,0,1.93341064453125,1.9306335,2.1062012
225,2,GFDL-CM4,0,1.936920166015625,1.9306335,2.1062012
226,5,GFDL-CM4,0,1.944488525390625,1.9306335,2.1062012
227,10,GFDL-CM4,0,1.952911376953125,1.9306335,2.1062012
228,15,GFDL-CM4,0,1.9622802734375,1.9306335,2.1062012
229,25,GFDL-CM4,0,1.974517822265625,1.9306335,2.1062012
230,35,GFDL-CM4,0,1.9847412109375,1.9306335,2.1062012
231,45,GFDL-CM4,0,1.99237060546875,1.9306335,2.1062012
232,55,GFDL-CM4,0,1.998779296875,1.9306335,2.1062012
233,65,GFDL-CM4,0,2.006103515625,1.9306335,2.1062012
234,75,GFDL-CM4,0,2.015045166015625,1.9306335,2.1062012
235,85,GFDL-CM4,0,2.030853271484375,1.9306335,2.1062012
236,90,GFDL-CM4,0,2.04864501953125,1.9306335,2.1062012
237,95,GFDL-CM4,0,2.0899658203125,1.9306335,2.1062012
238,98,GFDL-CM4,0,2.15643310546875,1.9306335,2.1062012
239,99,GFDL-CM4,0,2.19488525390625,1.9306335,2.1062012
240,1,GFDL-CM4,1,2.67718505859375,2.680542,2.1062012
241,2,GFDL-CM4,1,2.674652099609375,2.680542,2.1062012
242,5,GFDL-CM4,1,2.670501708984375,2.680542,2.1062012
243,10,GFDL-CM4,1,2.6707763671875,2.680542,2.1062012
244,15,GFDL-CM4,1,2.677154541015625,2.680542,2.1062012
245,25,GFDL-CM4,1,2.69903564453125,2.680542,2.1062012
246,35,GFDL-CM4,1,2.732757568359375,2.680542,2.1062012
247,45,GFDL-CM4,1,2.780242919921875,2.680542,2.1062012
248,55,GFDL-CM4,1,2.843719482421875,2.680542,2.1062012
249,65,GFDL-CM4,1,2.927886962890625,2.680542,2.1062012
250,75,GFDL-CM4,1,3.04046630859375,2.680542,2.1062012
251,85,GFDL-CM4,1,3.163909912109375,2.680542,2.1062012
252,90,GFDL-CM4,1,3.21490478515625,2.680542,2.1062012
253,95,GFDL-CM4,1,3.280364990234375,2.680542,2.1062012
254,98,GFDL-CM4,1,3.3658447265625,2.680542,2.1062012
255,99,GFDL-CM4,1,3.4307861328125,2.680542,2.1062012
256,1,GFDL-ESM4,0,1.59674072265625,1.5941162,1.771698
257,2,GFDL-ESM4,0,1.597808837890625,1.5941162,1.771698
258,5,GFDL-ESM4,0,1.60369873046875,1.5941162,1.771698
259,10,GFDL-ESM4,0,1.6087646484375,1.5941162,1.771698
260,15,GFDL-ESM4,0,1.6123046875,1.5941162,1.771698
261,25,GFDL-ESM4,0,1.6181640625,1.5941162,1.771698
262,35,GFDL-ESM4,0,1.623046875,1.5941162,1.771698
263,45,GFDL-ESM4,0,1.623504638671875,1.5941162,1.771698
264,55,GFDL-ESM4,0,1.622283935546875,1.5941162,1.771698
265,65,GFDL-ESM4,0,1.621124267578125,1.5941162,1.771698
266,75,GFDL-ESM4,0,1.621002197265625,1.5941162,1.771698
267,85,GFDL-ESM4,0,1.624847412109375,1.5941162,1.771698
268,90,GFDL-ESM4,0,1.632171630859375,1.5941162,1.771698
269,95,GFDL-ESM4,0,1.655853271484375,1.5941162,1.771698
270,98,GFDL-ESM4,0,1.70501708984375,1.5941162,1.771698
271,99,GFDL-ESM4,0,1.73223876953125,1.5941162,1.771698
272,1,GFDL-ESM4,1,2.34930419921875,2.3527222,1.771698
273,2,GFDL-ESM4,1,2.348724365234375,2.3527222,1.771698
274,5,GFDL-ESM4,1,2.34637451171875,2.3527222,1.771698
275,10,GFDL-ESM4,1,2.34991455078125,2.3527222,1.771698
276,15,GFDL-ESM4,1,2.358123779296875,2.3527222,1.771698
277,25,GFDL-ESM4,1,2.379608154296875,2.3527222,1.771698
278,35,GFDL-ESM4,1,2.409820556640625,2.3527222,1.771698
279,45,GFDL-ESM4,1,2.44970703125,2.3527222,1.771698
280,55,GFDL-ESM4,1,2.50421142578125,2.3527222,1.771698
281,65,GFDL-ESM4,1,2.575836181640625,2.3527222,1.771698
282,75,GFDL-ESM4,1,2.66949462890625,2.3527222,1.771698
283,85,GFDL-ESM4,1,2.769561767578125,2.3527222,1.771698
284,90,GFDL-ESM4,1,2.826995849609375,2.3527222,1.771698
285,95,GFDL-ESM4,1,2.898101806640625,2.3527222,1.771698
286,98,GFDL-ESM4,1,2.9547119140625,2.3527222,1.771698
287,99,GFDL-ESM4,1,2.992401123046875,2.3527222,1.771698
288,1,HadGEM3-GC31-LL,0,2.65814208984375,2.6574402,2.9598083
289,2,HadGEM3-GC31-LL,0,2.65765380859375,2.6574402,2.9598083
290,5,HadGEM3-GC31-LL,0,2.657501220703125,2.6574402,2.9598083
291,10,HadGEM3-GC31-LL,0,2.660369873046875,2.6574402,2.9598083
292,15,HadGEM3-GC31-LL,0,2.663970947265625,2.6574402,2.9598083
293,25,HadGEM3-GC31-LL,0,2.66998291015625,2.6574402,2.9598083
294,35,HadGEM3-GC31-LL,0,2.672210693359375,2.6574402,2.9598083
295,45,HadGEM3-GC31-LL,0,2.671234130859375,2.6574402,2.9598083
296,55,HadGEM3-GC31-LL,0,2.667938232421875,2.6574402,2.9598083
297,65,HadGEM3-GC31-LL,0,2.666259765625,2.6574402,2.9598083
298,75,HadGEM3-GC31-LL,0,2.670074462890625,2.6574402,2.9598083
299,85,HadGEM3-GC31-LL,0,2.683990478515625,2.6574402,2.9598083
300,90,HadGEM3-GC31-LL,0,2.69842529296875,2.6574402,2.9598083
301,95,HadGEM3-GC31-LL,0,2.7281494140625,2.6574402,2.9598083
302,98,HadGEM3-GC31-LL,0,2.771484375,2.6574402,2.9598083
303,99,HadGEM3-GC31-LL,0,2.8045654296875,2.6574402,2.9598083
304,1,HadGEM3-GC31-LL,1,3.957305908203125,3.958374,2.9598083
305,2,HadGEM3-GC31-LL,1,3.957611083984375,3.958374,2.9598083
306,5,HadGEM3-GC31-LL,1,3.958831787109375,3.958374,2.9598083
307,10,HadGEM3-GC31-LL,1,3.96661376953125,3.958374,2.9598083
308,15,HadGEM3-GC31-LL,1,3.977386474609375,3.958374,2.9598083
309,25,HadGEM3-GC31-LL,1,4.005279541015625,3.958374,2.9598083
310,35,HadGEM3-GC31-LL,1,4.0418701171875,3.958374,2.9598083
311,45,HadGEM3-GC31-LL,1,4.09393310546875,3.958374,2.9598083
312,55,HadGEM3-GC31-LL,1,4.160064697265625,3.958374,2.9598083
313,65,HadGEM3-GC31-LL,1,4.232452392578125,3.958374,2.9598083
314,75,HadGEM3-GC31-LL,1,4.29827880859375,3.958374,2.9598083
315,85,HadGEM3-GC31-LL,1,4.322113037109375,3.958374,2.9598083
316,90,HadGEM3-GC31-LL,1,4.3062744140625,3.958374,2.9598083
317,95,HadGEM3-GC31-LL,1,4.274261474609375,3.958374,2.9598083
318,98,HadGEM3-GC31-LL,1,4.2642822265625,3.958374,2.9598083
319,99,HadGEM3-GC31-LL,1,4.273345947265625,3.958374,2.9598083
320,1,INM-CM4-8,0,1.35882568359375,1.3584595,1.4627991
321,2,INM-CM4-8,0,1.36016845703125,1.3584595,1.4627991
322,5,INM-CM4-8,0,1.362762451171875,1.3584595,1.4627991
323,10,INM-CM4-8,0,1.364532470703125,1.3584595,1.4627991
324,15,INM-CM4-8,0,1.365264892578125,1.3584595,1.4627991
325,25,INM-CM4-8,0,1.368896484375,1.3584595,1.4627991
326,35,INM-CM4-8,0,1.369293212890625,1.3584595,1.4627991
327,45,INM-CM4-8,0,1.36981201171875,1.3584595,1.4627991
328,55,INM-CM4-8,0,1.37103271484375,1.3584595,1.4627991
329,65,INM-CM4-8,0,1.372344970703125,1.3584595,1.4627991
330,75,INM-CM4-8,0,1.3712158203125,1.3584595,1.4627991
331,85,INM-CM4-8,0,1.362640380859375,1.3584595,1.4627991
332,90,INM-CM4-8,0,1.357940673828125,1.3584595,1.4627991
333,95,INM-CM4-8,0,1.36572265625,1.3584595,1.4627991
334,98,INM-CM4-8,0,1.415771484375,1.3584595,1.4627991
335,99,INM-CM4-8,0,1.499267578125,1.3584595,1.4627991
336,1,INM-CM4-8,1,1.803680419921875,1.8043213,1.4627991
337,2,INM-CM4-8,1,1.800567626953125,1.8043213,1.4627991
338,5,INM-CM4-8,1,1.791717529296875,1.8043213,1.4627991
339,10,INM-CM4-8,1,1.77996826171875,1.8043213,1.4627991
340,15,INM-CM4-8,1,1.7734375,1.8043213,1.4627991
341,25,INM-CM4-8,1,1.7705078125,1.8043213,1.4627991
342,35,INM-CM4-8,1,1.780242919921875,1.8043213,1.4627991
343,45,INM-CM4-8,1,1.80609130859375,1.8043213,1.4627991
344,55,INM-CM4-8,1,1.84814453125,1.8043213,1.4627991
345,65,INM-CM4-8,1,1.913055419921875,1.8043213,1.4627991
346,75,INM-CM4-8,1,2.0162353515625,1.8043213,1.4627991
347,85,INM-CM4-8,1,2.208984375,1.8043213,1.4627991
348,90,INM-CM4-8,1,2.32696533203125,1.8043213,1.4627991
349,95,INM-CM4-8,1,2.500518798828125,1.8043213,1.4627991
350,98,INM-CM4-8,1,2.647705078125,1.8043213,1.4627991
351,99,INM-CM4-8,1,2.683929443359375,1.8043213,1.4627991
352,1,INM-CM5-0,0,1.3441162109375,1.3442688,1.4304199
353,2,INM-CM5-0,0,1.34368896484375,1.3442688,1.4304199
354,5,INM-CM5-0,0,1.343597412109375,1.3442688,1.4304199
355,10,INM-CM5-0,0,1.3424072265625,1.3442688,1.4304199
356,15,INM-CM5-0,0,1.33880615234375,1.3442688,1.4304199
357,25,INM-CM5-0,0,1.334930419921875,1.3442688,1.4304199
358,35,INM-CM5-0,0,1.33282470703125,1.3442688,1.4304199
359,45,INM-CM5-0,0,1.330535888671875,1.3442688,1.4304199
360,55,INM-CM5-0,0,1.328826904296875,1.3442688,1.4304199
361,65,INM-CM5-0,0,1.3251953125,1.3442688,1.4304199
362,75,INM-CM5-0,0,1.3201904296875,1.3442688,1.4304199
363,85,INM-CM5-0,0,1.3143310546875,1.3442688,1.4304199
364,90,INM-CM5-0,0,1.313262939453125,1.3442688,1.4304199
365,95,INM-CM5-0,0,1.322357177734375,1.3442688,1.4304199
366,98,INM-CM5-0,0,1.3607177734375,1.3442688,1.4304199
367,99,INM-CM5-0,0,1.422515869140625,1.3442688,1.4304199
368,1,INM-CM5-0,1,1.717926025390625,1.7173157,1.4304199
369,2,INM-CM5-0,1,1.716705322265625,1.7173157,1.4304199
370,5,INM-CM5-0,1,1.709625244140625,1.7173157,1.4304199
371,10,INM-CM5-0,1,1.69866943359375,1.7173157,1.4304199
372,15,INM-CM5-0,1,1.692657470703125,1.7173157,1.4304199
373,25,INM-CM5-0,1,1.688934326171875,1.7173157,1.4304199
374,35,INM-CM5-0,1,1.698028564453125,1.7173157,1.4304199
375,45,INM-CM5-0,1,1.72332763671875,1.7173157,1.4304199
376,55,INM-CM5-0,1,1.76641845703125,1.7173157,1.4304199
377,65,INM-CM5-0,1,1.832000732421875,1.7173157,1.4304199
378,75,INM-CM5-0,1,1.938507080078125,1.7173157,1.4304199
379,85,INM-CM5-0,1,2.1195068359375,1.7173157,1.4304199
380,90,INM-CM5-0,1,2.2357177734375,1.7173157,1.4304199
381,95,INM-CM5-0,1,2.4324951171875,1.7173157,1.4304199
382,98,INM-CM5-0,1,2.60369873046875,1.7173157,1.4304199
383,99,INM-CM5-0,1,2.649261474609375,1.7173157,1.4304199
384,1,KACE-1-0-G,0,2.362884521484375,2.361084,2.536316
385,2,KACE-1-0-G,0,2.363555908203125,2.361084,2.536316
386,5,KACE-1-0-G,0,2.367706298828125,2.361084,2.536316
387,10,KACE-1-0-G,0,2.37176513671875,2.361084,2.536316
388,15,KACE-1-0-G,0,2.37469482421875,2.361084,2.536316
